AnimalID,AnimalType,IntakeDate,IntakeType,IntakeSubtype,PrimaryColor,PrimaryBreed,Gender,SecondaryColor,DOB,IntakeReason,IntakeInternalStatus,IntakeAsilomarStatus,ReproductiveStatusAtIntake,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeAsilomarStatus,ReproductiveStatusAtOutcome
A528811,DOG,6/14/2014 12:50,OWNER SUR,OTC,BLACK,CHIHUAHUA - LONG HAIRED,NEUTERED MALE,BROWN,6/14/2013 0:00,TOO MANY,NORMAL,HEALTHY,ALTERED,6/15/2014 13:19,TRANSFER,KHS,HEALTHY,ALTERED
A372277,DOG,4/25/2009 13:32,OWNER SUR,FIELD,BROWN,PIT BULL TERRIER,SPAYED FEMALE,WHITE,10/22/2007 0:00,COST,EMACIATED,HEALTHY,ALTERED,4/30/2009 14:47,EUTH,BREED,HEALTHY,ALTERED
A435156,DOG,4/13/2011 12:54,OWNER SUR,OTC,TAN,LABRADOR RETRIEVER,FEMALE,WHITE,4/13/2010 0:00,COST,FEARFUL,HEALTHY,FERTILE,4/13/2011 15:13,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A315937,DOG,6/25/2007 18:29,OWNER SUR,OTC,BROWN,ALASKAN MALAMUTE,NEUTERED MALE,WHITE,2/25/2007 0:00,COST,NORMAL,HEALTHY,ALTERED,7/12/2007 12:39,ADOPTION,WEB PF,HEALTHY,ALTERED
A264430,DOG,2/28/2006 14:06,OWNER SUR,FIELD,BLACK,OLD ENGLISH SHEEPDOG,MALE,GRAY,2/28/2001 0:00,COST,NORMAL,HEALTHY,FERTILE,3/5/2006 15:53,EUTH,BEHAV HIST,HEALTHY,FERTILE
A333177,DOG,11/12/2007 10:54,EUTH REQ,OTC OWNED,WHITE,COCKER SPANIEL,NEUTERED MALE,BROWN,11/12/1995 0:00,ILL,AGED,UNHEALTHY/UNTREATABLE,ALTERED,11/12/2007 16:52,EUTH,REQUESTED,HEALTHY,ALTERED
A268401,DOG,4/14/2006 19:35,OWNER SUR,OTC,BLACK,AMERICAN PIT BULL TERRIER,MALE,TAN,4/14/2005 0:00,AGG ANIMAL,NORMAL,HEALTHY,FERTILE,4/25/2006 14:15,EUTH,BREED,HEALTHY,FERTILE
A002729,DOG,4/9/2005 18:13,OWNER SUR,OTC,BLACK,TREEING CUR,MALE,FAWN,12/9/2004 0:00,MOVE,NORMAL,HEALTHY,FERTILE,4/11/2005 9:00,EUTH,SPACE,HEALTHY,FERTILE
A301968,DOG,3/23/2007 15:42,OWNER SUR,FIELD,BLACK,CHOW CHOW,MALE,CHOCOLATE,3/23/2005 0:00,MOVE,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,3/23/2007 16:00,EUTH,BEHAV HIST,HEALTHY,FERTILE
A302541,DOG,3/28/2007 21:45,OWNER SUR,FIELD,TAN,PIT BULL TERRIER,MALE,WHITE,10/28/2006 0:00,BITES,FEARFUL,HEALTHY,FERTILE,3/29/2007 15:45,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A444844,DOG,9/11/2011 12:38,OWNER SUR,OTC,WHITE,PIT BULL TERRIER,FEMALE,BLACK,3/11/2011 0:00,ILL,SICK,HEALTHY,FERTILE,9/11/2011 12:50,EUTH,REQUESTED,HEALTHY,FERTILE
A269106,DOG,4/21/2006 23:14,STRAY,FIELD,BROWN,PIT BULL TERRIER,FEMALE,WHITE,4/21/2003 0:00,AGG ANIMAL,NORMAL,HEALTHY,FERTILE,4/27/2006 23:59,EUTH,BREED,HEALTHY,FERTILE
A392100,DOG,11/19/2009 12:14,OWNER SUR,OTC,BLACK,LABRADOR RETRIEVER,SPAYED FEMALE,WHITE,4/22/2009 0:00,TOO MANY,NORMAL,HEALTHY,ALTERED,12/19/2009 14:31,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A533232,DOG,7/29/2014 16:00,OWNER SUR,OTC,BROWN,JACK RUSS TER,NEUTERED MALE,BROWN,7/29/2002 0:00,OWNER PROB,NORMAL,HEALTHY,ALTERED,8/7/2014 18:18,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A382234,CAT,4/25/2009 14:10,OWNER SUR,OTC,GRAY,DOMESTIC SHORTHAIR,FEMALE,GRAY,4/25/2008 0:00,OTHER PET,NORMAL,HEALTHY,FERTILE,5/4/2009 23:59,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A311889,DOG,5/26/2007 14:38,OWNER SUR,OTC,WHITE,PIT BULL TERRIER,FEMALE,BROWN,5/23/2007 0:00,LANDLORD,NORMAL,HEALTHY,FERTILE,5/26/2007 14:24,EUTH,TOO YOUNG,HEALTHY,FERTILE
A318604,CAT,7/16/2007 10:08,OWNER SUR,OTC,WHITE,DOMESTIC SHORTHAIR,MALE,WHITE,1/16/2006 0:00,COST,NORMAL,HEALTHY,FERTILE,7/16/2007 11:46,EUTH,TIME/SPACE,HEALTHY,FERTILE
A318586,CAT,7/16/2007 10:08,OWNER SUR,OTC,BLACK,DOMESTIC SHORTHAIR,FEMALE,WHITE,1/16/2006 0:00,COST,FEARFUL,HEALTHY,FERTILE,7/16/2007 11:26,EUTH,BEHAV HIST,HEALTHY,FERTILE
A270786,DOG,5/13/2006 17:05,OWNER SUR,OTC,BROWN,TREEING WALKER COONHOUND,NEUTERED MALE,BLACK,5/13/2000 0:00,OWNER DIED,NORMAL,HEALTHY,ALTERED,5/27/2006 8:14,EUTH,TOO OLD,HEALTHY,ALTERED
A276158,DOG,7/18/2006 18:30,EUTH REQ,OTC OWNED,WHITE,POODLE - MINIATURE,MALE,BROWN,7/18/1991 0:00,EUTH ILL,AGED,UNHEALTHY/UNTREATABLE,FERTILE,7/18/2006 18:55,EUTH,REQUESTED,HEALTHY,FERTILE
A254509,CAT,11/4/2005 14:02,OWNER SUR,OTC,WHITE,SIAMESE,SPAYED FEMALE,GRAY,8/4/2005 0:00,MOVE,NORMAL,HEALTHY,ALTERED,3/1/2006 12:26,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A323033,CAT,8/17/2007 16:10,OWNER SUR,OTC,ORANGE TIGER,DOMESTIC SHORTHAIR,NEUTERED MALE,WHITE,8/17/2005 0:00,COST,NORMAL,HEALTHY,ALTERED,8/17/2007 19:58,EUTH,TIME/SPACE,HEALTHY,ALTERED
A280263,DOG,8/30/2006 15:17,EUTH REQ,OTC OWNED,WHITE,PIT BULL TERRIER,FEMALE,BLACK,8/30/2002 0:00,EUTH ILL,SICK,UNHEALTHY/UNTREATABLE,FERTILE,8/30/2006 15:20,EUTH,REQUESTED,HEALTHY,FERTILE
A528197,CAT,6/5/2014 12:17,OWNER SUR,OTC,BLACK,DOMESTIC MEDIUMHAIR,SPAYED FEMALE,WHITE,6/28/2012 0:00,MOVE,OTHER,HEALTHY,ALTERED,9/27/2014 16:44,ADOPTION,WALK IN,HEALTHY,ALTERED
A279469,DOG,8/23/2006 17:04,OWNER SUR,FIELD,BROWN BRINDLE,PIT BULL TERRIER,FEMALE,WHITE,2/23/2005 0:00,COST,NORMAL,HEALTHY,FERTILE,9/15/2006 14:47,EUTH,TIME/SPACE,HEALTHY,FERTILE
A445168,CAT,9/17/2011 13:09,OWNER SUR,OTC,WHITE,DOMESTIC SHORTHAIR,MALE,GRAY TABBY,3/17/2011 0:00,TOO MANY,NORMAL,HEALTHY,FERTILE,10/3/2011 11:00,EUTH,TIME/SPACE,HEALTHY,FERTILE
A270246,DOG,5/8/2006 13:09,OWNER SUR,OTC,GOLD,LHASA APSO,NEUTERED MALE,WHITE,5/8/2003 0:00,COST,NORMAL,HEALTHY,ALTERED,5/23/2006 14:21,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A334416,DOG,1/16/2014 14:56,OWNER SUR,OTC,BROWN,SHIH TZU,SPAYED FEMALE,WHITE,6/29/2007 0:00,MOVE,NORMAL,HEALTHY,ALTERED,1/25/2014 13:12,ADOPTION,WALK IN,HEALTHY,ALTERED
A348572,DOG,4/28/2008 23:14,OWNER SUR,OTC,GRAY,SHIH TZU,FEMALE,WHITE,4/28/2003 0:00,ILL,SICK,HEALTHY,FERTILE,5/7/2008 15:57,EUTH,MEDICAL,HEALTHY,FERTILE
A525381,DOG,4/30/2014 17:28,OWNER SUR,OTC,BROWN BRINDLE,PIT BULL TERRIER,FEMALE,BLACK,4/30/2012 0:00,OWNER PROB,NORMAL,HEALTHY,FERTILE,5/12/2014 14:49,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A507119,DOG,10/11/2013 13:22,OWNER SUR,OTC,WHITE,JACK RUSS TER,MALE,BLACK,10/11/2008 0:00,HOUSE SOIL,NORMAL,HEALTHY,FERTILE,10/15/2013 14:43,TRANSFER,KHS,HEALTHY,FERTILE
A270096,DOG,5/5/2006 9:14,OWNER SUR,OTC,BLACK,BORDER COLLIE,FEMALE,TAN,1/5/2006 0:00,ILL,SICK,HEALTHY,FERTILE,5/5/2006 13:13,EUTH,MEDICAL,HEALTHY,FERTILE
A444869,CAT,9/11/2011 17:20,OWNER SUR,EUTH REQ,WHITE,DOMESTIC SHORTHAIR,SPAYED FEMALE,BLACK,9/11/2008 0:00,EUTH OTHER,NORMAL,HEALTHY,ALTERED,9/11/2011 17:58,EUTH,REQUESTED,HEALTHY,ALTERED
A528631,DOG,6/11/2014 14:22,OWNER SUR,OTC,CHOCOLATE,PIT BULL TERRIER,SPAYED FEMALE,BLACK,5/20/2013 0:00,MOVE,NORMAL,HEALTHY,ALTERED,7/3/2014 15:53,ADOPTION,INTERNET,HEALTHY,ALTERED
A527466,DOG,5/27/2014 17:21,OWNER SUR,OTC,WHITE,JACK RUSS TER,MALE,BROWN,5/27/2013 0:00,MOVE,FEARFUL,HEALTHY,FERTILE,6/5/2014 19:31,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A435318,CAT,4/15/2011 21:08,OWNER SUR,OTC,TORTIE,DOMESTIC SHORTHAIR,FEMALE,MUTED,4/15/2010 0:00,COST,NORMAL,HEALTHY,FERTILE,4/29/2011 15:04,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A253016,DOG,10/19/2005 11:13,EUTH REQ,OTC OWNED,BROWN,COLLIE - ROUGH,FEMALE,WHITE,10/19/1993 0:00,EUTH ILL,AGED,UNHEALTHY/UNTREATABLE,FERTILE,10/19/2005 23:59,EUTH,MEDICAL,HEALTHY,FERTILE
A427014,DOG,10/18/2013 14:25,OWNER SUR,OTC,BROWN,JACK RUSS TER,SPAYED FEMALE,WHITE,5/23/2010 0:00,NO TIME,NORMAL,HEALTHY,ALTERED,10/24/2013 14:13,TRANSFER,KHS,HEALTHY,ALTERED
A445170,CAT,9/17/2011 13:09,OWNER SUR,OTC,BLACK,DOMESTIC SHORTHAIR,FEMALE,WHITE,3/17/2011 0:00,TOO MANY,NORMAL,HEALTHY,FERTILE,10/3/2011 23:59,EUTH,TIME/SPACE,HEALTHY,FERTILE
A268507,CAT,4/16/2006 11:10,OWNER SUR,FIELD,BLACK,DOMESTIC LONGHAIR,FEMALE,WHITE,4/16/2005 0:00,COST,NORMAL,HEALTHY,FERTILE,4/24/2006 14:55,EUTH,MEDICAL,HEALTHY,FERTILE
A431172,CAT,10/18/2011 12:32,RETURN,ADOPTION,BLACK,DOMESTIC SHORTHAIR,SPAYED FEMALE,WHITE,8/4/2010 0:00,ALLERGIC,NORMAL,HEALTHY,ALTERED,1/28/2012 15:22,ADOPTION,WALK IN,HEALTHY,ALTERED
A444819,CAT,9/10/2011 12:49,OWNER SUR,OTC,CALICO,DOMESTIC SHORTHAIR,SPAYED FEMALE,MUTED,9/10/2008 0:00,MOVE,NORMAL,HEALTHY,ALTERED,9/15/2011 22:56,EUTH,TOO OLD,HEALTHY,ALTERED
A269296,DOG,4/25/2006 16:39,STRAY,OTC,CHOCOLATE,LABRADOR RETRIEVER,NEUTERED MALE,WHITE,4/25/2005 0:00,FOUND ANIM,NORMAL,HEALTHY,ALTERED,5/5/2006 12:55,EUTH,MEDICAL,HEALTHY,ALTERED
A001284,DOG,3/28/2005 15:23,OWNER SUR,OTC,BLACK,CHIHUAHUA - SMOOTH COATED,MALE,WHITE,3/28/2003 0:00,AFRAID,FEARFUL,HEALTHY,FERTILE,3/31/2005 9:30,EUTH,BEHAV HIST,HEALTHY,FERTILE
A382456,DOG,4/29/2009 8:35,OWNER SUR,OTC,TAN,LABRADOR RETRIEVER,SPAYED FEMALE,WHITE,3/1/2009 0:00,TOO BIG,NORMAL,HEALTHY,ALTERED,5/2/2009 16:22,ADOPTION,WALK IN,HEALTHY,ALTERED
A523964,DOG,4/19/2014 11:08,OWNER SUR,EUTH REQ,CREAM,COCKER SPANIEL,SPAYED FEMALE,WHITE,10/19/1998 0:00,EUTH OLD,AGED,TREATABLE/MANAGEABLE,ALTERED,4/19/2014 11:37,EUTH,REQUESTED,HEALTHY,ALTERED
A000872,DOG,3/23/2005 15:26,OWNER SUR,OTC,BROWN,CHIHUAHUA - SMOOTH COATED,SPAYED FEMALE,BROWN,3/23/1998 0:00,MOVE,NORMAL,HEALTHY,ALTERED,3/23/2005 16:21,ADOPTION,RESCUE GRP,HEALTHY,ALTERED
A523977,CAT,4/19/2014 11:15,OWNER SUR,OTC,BLACK,DOMESTIC SHORTHAIR,FEMALE,WHITE,4/12/2014 0:00,TOO MANY,NURSING,HEALTHY,FERTILE,4/21/2014 14:02,TRANSFER,KHS,HEALTHY,FERTILE
A211553,DOG,5/4/2006 11:08,OWNER SUR,FIELD,BLACK,ROTTWEILER,MALE,BROWN,1/11/2004 0:00,BITES,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,5/17/2006 14:00,EUTH,BEHAV HIST,HEALTHY,FERTILE
A513458,DOG,12/23/2013 15:02,OWNER SUR,OTC,BLACK,CHIHUAHUA - SMOOTH COATED,MALE,WHITE,10/23/2013 0:00,TOO MANY,NORMAL,HEALTHY,FERTILE,12/27/2013 7:54,TRANSFER,KHS,HEALTHY,FERTILE
A502241,CAT,8/30/2013 16:08,OWNER SUR,OTC,WHITE,DOMESTIC SHORTHAIR,FEMALE,BLACK,6/30/2013 0:00,LANDLORD,NORMAL,HEALTHY,FERTILE,9/12/2013 20:00,EUTH,CONTAG DIS,HEALTHY,FERTILE
A395537,DOG,11/28/2013 10:57,OWNER SUR,EUTH REQ,BROWN,LABRADOR RETRIEVER,MALE,WHITE,5/10/2009 0:00,AGG ANIMAL,NORMAL,HEALTHY,FERTILE,11/28/2013 11:22,EUTH,REQUESTED,HEALTHY,FERTILE
A296328,DOG,1/24/2007 11:27,OWNER SUR,OTC,WHITE,SHIH TZU,MALE,GRAY,1/24/2003 0:00,MOVE,NORMAL,HEALTHY,FERTILE,1/27/2007 13:12,TRANSFER,RESCUE GRP,HEALTHY,FERTILE
A259987,DOG,1/6/2006 10:58,OWNER SUR,OTC,WHITE,PARSON (JACK) RUSSELL TERRIER,SPAYED FEMALE,BROWN,1/6/2003 0:00,HYPER,NORMAL,HEALTHY,ALTERED,1/6/2006 11:23,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A321036,DOG,8/4/2007 14:03,OWNER SUR,OTC,TAN,CHOW CHOW,SPAYED FEMALE,RED,8/4/1994 0:00,LANDLORD,NORMAL,HEALTHY,ALTERED,8/14/2007 12:42,EUTH,BEHAV HIST,HEALTHY,ALTERED
A435104,DOG,4/12/2011 21:55,OWNER SUR,OTC,BLACK,LABRADOR RETRIEVER,MALE,WHITE,3/27/2011 0:00,TOO YOUNG,NURSING,HEALTHY,FERTILE,4/12/2011 22:48,TRANSFER,RESCUE GRP,HEALTHY,FERTILE
A294158,DOG,12/26/2006 14:24,OWNER SUR,OTC,BLACK,AMERICAN PIT BULL TERRIER,SPAYED FEMALE,BLACK,12/26/2004 0:00,HOUSE SOIL,FEARFUL,HEALTHY,ALTERED,12/26/2006 16:04,EUTH,BEHAV OBSV,HEALTHY,ALTERED
A300214,DOG,3/2/2007 22:07,EUTH REQ,FIELD OWN,WHITE,PIT BULL TERRIER,FEMALE,BROWN,3/2/2006 0:00,RESPONSIBL,DEAD,UNHEALTHY/UNTREATABLE,FERTILE,3/2/2007 22:10,EUTH,REQUESTED,HEALTHY,FERTILE
A402238,DOG,1/8/2010 16:14,OWNER SUR,OTC,GRAY,SHIH TZU,FEMALE,WHITE,1/8/1999 0:00,LANDLORD,AGED,TREATABLE/MANAGEABLE,FERTILE,1/8/2010 16:00,EUTH,TOO OLD,HEALTHY,FERTILE
A349811,DOG,5/10/2008 20:51,OWNER SUR,OTC,BLACK,AMERICAN BULLDOG,NEUTERED MALE,WHITE,5/10/2006 0:00,DESTRUC IN,NORMAL,HEALTHY,ALTERED,5/30/2008 15:19,ADOPTION,REFERRAL,HEALTHY,ALTERED
A335129,DOG,12/7/2007 13:56,EUTH REQ,OTC OWNED,BLACK,AMERICAN PIT BULL TERRIER,MALE,WHITE,4/7/2007 0:00,ILL,EMACIATED,UNHEALTHY/UNTREATABLE,FERTILE,12/7/2007 17:03,EUTH,REQUESTED,HEALTHY,FERTILE
A316526,DOG,6/29/2007 13:02,OWNER SUR,OTC,TAN,CHOW CHOW,MALE,BROWN,12/29/1997 0:00,AGG ANIMAL,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,6/29/2007 13:24,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A232051,DOG,7/3/2005 17:10,OWNER SUR,FIELD,BLACK,GERMAN SHEPHERD DOG,MALE,TAN,12/2/1997 0:00,COST,INJURED,HEALTHY,FERTILE,7/8/2005 23:59,EUTH,MEDICAL,HEALTHY,FERTILE
A528002,DOG,6/2/2014 12:00,OWNER SUR,OTC,TAN,PUG,MALE,BLACK,6/2/2010 0:00,OWNER PROB,NORMAL,HEALTHY,FERTILE,6/4/2014 15:10,TRANSFER,KHS,HEALTHY,FERTILE
A517517,DOG,2/3/2014 13:29,OWNER SUR,OTC,BLACK,BEAGLE,NEUTERED MALE,WHITE,2/3/2010 0:00,OWNER PROB,NORMAL,HEALTHY,ALTERED,2/6/2014 8:47,TRANSFER,KHS,HEALTHY,ALTERED
A274565,DOG,6/27/2006 20:17,OWNER SUR,FIELD,GRAY,SCHNAUZER - STANDARD,NEUTERED MALE,WHITE,11/27/2005 0:00,COST,NORMAL,HEALTHY,ALTERED,6/29/2006 11:10,TRANSFER,RESCUE GRP,HEALTHY,ALTERED
A505024,CAT,9/26/2013 15:14,OWNER SUR,OTC,WHITE,DOMESTIC SHORTHAIR,NEUTERED MALE,BLACK,6/26/2012 0:00,LANDLORD,NORMAL,HEALTHY,ALTERED,10/10/2013 19:50,EUTH,CONTAG DIS,HEALTHY,ALTERED
A509371,CAT,10/29/2013 12:07,OWNER SUR,OTC,CREAM,RAGDOLL,SPAYED FEMALE,BLACK,10/29/2005 0:00,OWNER PROB,OTHER,HEALTHY,ALTERED,10/30/2013 23:59,TRANSFER,KHS,HEALTHY,ALTERED
A295069,CAT,1/8/2007 16:43,OWNER SUR,FIELD,BLACK,DOMESTIC SHORTHAIR,NEUTERED MALE,WHITE,1/8/2005 0:00,OWNER PROB,NORMAL,HEALTHY,ALTERED,1/17/2007 12:56,EUTH,MEDICAL,HEALTHY,ALTERED
A274564,DOG,6/27/2006 20:15,OWNER SUR,OTC,BROWN,CHOW CHOW,FEMALE,BLACK,1/27/2006 0:00,LANDLORD,NORMAL,HEALTHY,FERTILE,7/3/2006 23:59,EUTH,TIME/SPACE,HEALTHY,FERTILE
A322396,DOG,8/14/2007 14:30,OWNER SUR,FIELD,BLACK,BORDER COLLIE,FEMALE,WHITE,8/14/2005 0:00,EUTH ILL,SICK,HEALTHY,FERTILE,8/14/2007 15:03,EUTH,MEDICAL,HEALTHY,FERTILE
A311178,DOG,5/20/2007 20:19,OWNER SUR,OTC,TAN,SHIH TZU,MALE,BLACK,1/20/2007 0:00,LANDLORD,NORMAL,HEALTHY,FERTILE,5/20/2007 23:07,EUTH,MEDICAL,HEALTHY,FERTILE
A301964,DOG,3/23/2007 14:57,OWNER SUR,FIELD,BROWN BRINDLE,BOXER,FEMALE,WHITE,3/23/2005 0:00,MOVE,NORMAL,HEALTHY,FERTILE,3/24/2007 15:43,TRANSFER,RESCUE GRP,HEALTHY,FERTILE
A256160,CAT,11/27/2005 15:38,OWNER SUR,FIELD,BROWN,DOMESTIC SHORTHAIR,LITTER,TORTIE,11/27/2002 0:00,ESCAPES,PREGNANT,HEALTHY,UNKNOWN,12/1/2005 23:59,EUTH,MEDICAL,HEALTHY,UNKNOWN
A299746,DOG,2/26/2007 17:53,OWNER SUR,OTC,BLACK,DOBERMAN PINSCHER,MALE,BROWN,2/26/2006 0:00,MOVE,NORMAL,HEALTHY,FERTILE,3/7/2007 10:23,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A242353,DOG,6/22/2005 8:07,OWNER SUR,OTC,BLACK,NORWEGIAN ELKHOUND,NEUTERED MALE,BROWN,12/22/2003 0:00,AGG PEOPLE,FEARFUL,HEALTHY,ALTERED,6/23/2005 9:00,EUTH,SPACE,HEALTHY,ALTERED
A315732,CAT,6/24/2007 19:14,EUTH REQ,OTC OWNED,BLUE POINT,SNOWSHOE,FEMALE,BLUE CREAM,6/24/1997 0:00,COST,SICK,UNHEALTHY/UNTREATABLE,FERTILE,6/24/2007 19:39,EUTH,REQUESTED,HEALTHY,FERTILE
A445171,CAT,9/17/2011 13:09,OWNER SUR,OTC,BLACK,DOMESTIC SHORTHAIR,FEMALE,WHITE,8/15/2011 0:00,TOO MANY,NORMAL,HEALTHY,FERTILE,10/3/2011 11:00,EUTH,MEDICAL,HEALTHY,FERTILE
A366475,CAT,11/8/2008 20:17,OWNER SUR,OTC,GRAY TIGER,DOMESTIC SHORTHAIR,FEMALE,CALICO,11/8/2006 0:00,COST,NORMAL,HEALTHY,FERTILE,11/11/2008 18:12,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A365786,DOG,10/30/2008 15:12,OWNER SUR,OTC,BLUE MERLE,AUSTRALIAN SHEPHERD,MALE,WHITE,10/30/1996 0:00,NO HOME,AGED,TREATABLE/MANAGEABLE,FERTILE,10/30/2008 16:34,EUTH,TOO OLD,HEALTHY,FERTILE
A513030,CAT,12/18/2013 12:42,OWNER SUR,EUTH REQ,BLACK,DOMESTIC SHORTHAIR,FEMALE,BLACK,10/3/2013 0:00,TOO MANY,OTHER,HEALTHY,FERTILE,12/18/2013 13:47,EUTH,REQUESTED,HEALTHY,FERTILE
A306796,DOG,4/23/2007 15:28,EUTH REQ,OTC OWNED,BLACK,CHOW CHOW,NEUTERED MALE,GRAY,4/23/1993 0:00,EUTH OLD,AGED,UNHEALTHY/UNTREATABLE,ALTERED,5/9/2007 10:09,EUTH,MEDICAL,HEALTHY,ALTERED
A279008,DOG,8/19/2006 21:50,OWNER SUR,OTC,BROWN BRINDLE,BOXER,FEMALE,WHITE,8/19/2000 0:00,ESCAPES,NORMAL,HEALTHY,FERTILE,8/28/2006 11:21,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A509617,CAT,11/1/2013 13:51,OWNER SUR,OTC,GRAY TABBY,DOMESTIC SHORTHAIR,MALE,WHITE,5/1/2012 0:00,NO HOME,NORMAL,HEALTHY,FERTILE,11/6/2013 19:40,EUTH,TIME/SPACE,HEALTHY,FERTILE
A314155,DOG,12/18/2007 20:36,RETURN,OTC,WHITE,CHINESE SHARPEI,NEUTERED MALE,TAN,4/13/2007 0:00,MOVE,NORMAL,HEALTHY,ALTERED,12/19/2007 16:10,EUTH,MEDICAL,HEALTHY,ALTERED
A402253,DOG,1/9/2010 18:43,OWNER SUR,OTC,WHITE,PIT BULL TERRIER,MALE,BLUE,1/9/2008 0:00,COST,AGGRESSIVE,UNHEALTHY/UNTREATABLE,FERTILE,1/10/2010 15:52,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A466175,CAT,6/5/2014 12:17,OWNER SUR,OTC,BLACK,DOMESTIC SHORTHAIR,SPAYED FEMALE,WHITE,6/5/2011 0:00,MOVE,FEARFUL,HEALTHY,ALTERED,6/11/2014 14:00,TRANSFER,KHS,HEALTHY,ALTERED
A369313,CAT,12/11/2008 9:08,OWNER SUR,OTC,BLACK,DOMESTIC SHORTHAIR,MALE,BLACK,12/11/2006 0:00,LANDLORD,NORMAL,HEALTHY,FERTILE,12/13/2008 14:02,EUTH,TIME/SPACE,HEALTHY,FERTILE
A515517,DOG,1/15/2014 15:51,OWNER SUR,OTC,BLACK,PIT BULL TERRIER,MALE,WHITE,1/15/2013 0:00,OWNER PROB,NORMAL,HEALTHY,FERTILE,1/15/2014 23:59,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A276400,CAT,7/21/2006 12:14,OWNER SUR,OTC,BLACK,DOMESTIC LONGHAIR,FEMALE,TORTIE,5/21/2006 0:00,FOUND ANIM,NORMAL,HEALTHY,FERTILE,7/24/2006 11:14,EUTH,TIME/SPACE,HEALTHY,FERTILE
A374990,DOG,11/16/2009 17:35,OWNER SUR,OTC,BROWN,PIT BULL TERRIER,NEUTERED MALE,WHITE,10/20/2008 0:00,OWNER PROB,NORMAL,HEALTHY,ALTERED,12/21/2009 16:16,ADOPTION,WEB METRO,HEALTHY,ALTERED
A342629,CAT,2/26/2008 13:20,OWNER SUR,OTC,BLACK,DOMESTIC SHORTHAIR,FEMALE,WHITE,4/26/2007 0:00,TOO MANY,NORMAL,HEALTHY,FERTILE,2/28/2008 13:22,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A402407,RABBIT,1/12/2010 12:04,OWNER SUR,OTC,WHITE,RABBIT SH,NEUTERED MALE,RED,4/12/2009 0:00,NO TIME,NORMAL,HEALTHY,ALTERED,1/16/2010 15:30,ADOPTION,FRIEND,HEALTHY,ALTERED
A312141,DOG,5/29/2007 15:28,OWNER SUR,OTC,BLACK,GERMAN SHEPHERD DOG,FEMALE,BROWN,4/29/2007 0:00,COST,NORMAL,HEALTHY,FERTILE,6/6/2007 14:26,EUTH,MEDICAL,HEALTHY,FERTILE
A296783,DOG,1/27/2007 22:33,OWNER SUR,FIELD,BLACK,MINIATURE PINSCHER,FEMALE,BROWN,1/27/2005 0:00,MOVE,FEARFUL,HEALTHY,FERTILE,1/28/2007 13:55,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A248705,DOG,8/31/2005 14:20,EUTH REQ,OTC OWNED,BLACK,AIREDALE TERRIER,MALE,TAN,8/31/1991 0:00,EUTH OLD,AGED,UNHEALTHY/UNTREATABLE,FERTILE,8/31/2005 23:59,EUTH,MEDICAL,HEALTHY,FERTILE
A342856,CAT,2/28/2008 18:45,OWNER SUR,OTC,WHITE,DOMESTIC SHORTHAIR,FEMALE,GRAY,11/28/2006 0:00,NEW BABY,NORMAL,HEALTHY,FERTILE,3/1/2008 15:39,EUTH,BEHAV OBSV,HEALTHY,FERTILE
A372246,DOG,2/16/2009 16:14,RETURN,OTC,TAN,GERMAN SHEPHERD DOG,NEUTERED MALE,WHITE,12/6/2008 0:00,GIFT,NORMAL,HEALTHY,ALTERED,3/4/2009 17:58,ADOPTION,PS HURST,HEALTHY,ALTERED
A324404,CAT,8/27/2007 21:20,OWNER SUR,OTC,WHITE,DOMESTIC SHORTHAIR,NEUTERED MALE,ORANGE TIGER,8/27/2002 0:00,ALLERGIC,NORMAL,HEALTHY,ALTERED,8/28/2007 19:57,EUTH,TIME/SPACE,HEALTHY,ALTERED
A402282,DOG,1/10/2010 14:05,OWNER SUR,OTC,BROWN,PIT BULL TERRIER,FEMALE,WHITE,7/10/2009 0:00,COST,NORMAL,HEALTHY,FERTILE,1/25/2010 15:53,EUTH,MEDICAL,HEALTHY,FERTILE
